,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
13559,Dilkon,Dilkon,AZ,Arizona,4017,Navajo,35.3606,-110.3155,1215,28.0,polygon,False,False,America/Denver,3,86047,1840018960
13560,Salome,Salome,AZ,Arizona,4012,La Paz,33.7778,-113.6061,1215,14.0,polygon,False,False,America/Phoenix,3,85348,1840019269
13699,Ak-Chin Village,Ak-Chin Village,AZ,Arizona,4021,Pinal,33.0197,-112.0808,1185,43.0,polygon,False,False,America/Phoenix,3,85139,1840018029
13791,Aguila,Aguila,AZ,Arizona,4013,Maricopa,33.9376,-113.1665,1164,286.0,polygon,False,False,America/Phoenix,3,85320,1840022918
13839,Komatke,Komatke,AZ,Arizona,4013,Maricopa,33.2953,-112.1615,1156,199.0,polygon,False,False,America/Phoenix,3,85339,1840022923
14099,Hotevilla-Bacavi,Hotevilla-Bacavi,AZ,Arizona,4017,Navajo,35.9225,-110.6569,1102,36.0,polygon,False,True,America/Phoenix,3,86030,1840027979
14100,Shongopovi,Shongopovi,AZ,Arizona,4017,Navajo,35.8195,-110.5331,1102,268.0,polygon,False,False,America/Phoenix,3,86043,1840136204
14213,Bouse,Bouse,AZ,Arizona,4012,La Paz,33.8984,-113.9962,1078,3.0,polygon,False,False,America/Phoenix,3,85325,1840017957
14223,Cameron,Cameron,AZ,Arizona,4005,Coconino,35.8537,-111.4269,1077,22.0,polygon,False,False,America/Denver,3,86020,1840017662
14284,Six Shooter Canyon,Six Shooter Canyon,AZ,Arizona,4007,Gila,33.3568,-110.772,1065,141.0,polygon,False,True,America/Phoenix,3,85501,1840075490
14290,Golden Shores,Golden Shores,AZ,Arizona,4015,Mohave,34.7819,-114.4777,1064,50.0,polygon,False,True,America/Phoenix,3,86440 86436,1840075379
14392,Casa Blanca,Casa Blanca,AZ,Arizona,4021,Pinal,33.1154,-111.9081,1044,25.0,polygon,False,False,America/Phoenix,3,85121,1840025877
14434,Ganado,Ganado,AZ,Arizona,4001,Apache,35.7016,-109.5504,1035,43.0,polygon,False,False,America/Denver,3,86505,1840017676
14439,Hondah,Hondah,AZ,Arizona,4017,Navajo,34.086,-109.915,1034,32.0,polygon,False,True,America/Phoenix,3,85935 85930,1840075391
14588,Rainbow City,Rainbow City,AZ,Arizona,4017,Navajo,33.8731,-109.9763,1008,178.0,polygon,False,True,America/Phoenix,3,85941,1840038035
14614,Bluewater,Bluewater,AZ,Arizona,4012,La Paz,34.1681,-114.2667,1004,186.0,polygon,False,False,America/Phoenix,3,85344,1840027986
14705,Seven Mile,Seven Mile,AZ,Arizona,4017,Navajo,33.7882,-109.9576,990,168.0,polygon,False,True,America/Phoenix,3,85941 85926,1840027934
